SARS_COV2_Protein_ID,Human_Protein_ID
375e0f905c315e06a99c80b736c125d2,uniprot:Q8IWA5
375e0f905c315e06a99c80b736c125d2,uniprot:Q86VM9
375e0f905c315e06a99c80b736c125d2,uniprot:Q6UX04
375e0f905c315e06a99c80b736c125d2,uniprot:P25440
375e0f905c315e06a99c80b736c125d2,uniprot:O60885
375e0f905c315e06a99c80b736c125d2,uniprot:O00203
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BSJ2
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BQT8
1cd6abff79ad3633e17582eb0e576539,uniprot:Q96HW7
1cd6abff79ad3633e17582eb0e576539,uniprot:Q96HR9
1cd6abff79ad3633e17582eb0e576539,uniprot:Q96ER3
1cd6abff79ad3633e17582eb0e576539,uniprot:Q96D53
1cd6abff79ad3633e17582eb0e576539,uniprot:Q96CW5
1cd6abff79ad3633e17582eb0e576539,uniprot:Q8NEW0
1cd6abff79ad3633e17582eb0e576539,uniprot:Q7L8L6
1cd6abff79ad3633e17582eb0e576539,uniprot:Q6PML9
1cd6abff79ad3633e17582eb0e576539,uniprot:Q5JRX3
1cd6abff79ad3633e17582eb0e576539,uniprot:Q4KMQ2
1cd6abff79ad3633e17582eb0e576539,uniprot:Q10713
1cd6abff79ad3633e17582eb0e576539,uniprot:Q00765
1cd6abff79ad3633e17582eb0e576539,uniprot:P48556
1cd6abff79ad3633e17582eb0e576539,uniprot:P38606
1cd6abff79ad3633e17582eb0e576539,uniprot:P38435
1cd6abff79ad3633e17582eb0e576539,uniprot:P27105
1cd6abff79ad3633e17582eb0e576539,uniprot:P13804
1cd6abff79ad3633e17582eb0e576539,uniprot:P11310
1cd6abff79ad3633e17582eb0e576539,uniprot:P05026
1cd6abff79ad3633e17582eb0e576539,uniprot:O95070
1cd6abff79ad3633e17582eb0e576539,uniprot:O75439
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9Y6E2
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9Y312
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9ULX6
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9UDR5
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9UBU6
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9NQC3
1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BW92
5c2c364f44079728c451280435c4236a,uniprot:Q14181
5c2c364f44079728c451280435c4236a,uniprot:P49643
5c2c364f44079728c451280435c4236a,uniprot:P49642
5c2c364f44079728c451280435c4236a,uniprot:P09884
5c2c364f44079728c451280435c4236a,uniprot:Q99959
5c2c364f44079728c451280435c4236a,uniprot:Q8NBJ5
63d2c81f37726f44c600eb5225676a66,uniprot:O75347
af0cec59296f3c845a7b04500cd6886b,uniprot:Q9HAV7
af0cec59296f3c845a7b04500cd6886b,uniprot:Q96CW1
af0cec59296f3c845a7b04500cd6886b,uniprot:Q969X5
af0cec59296f3c845a7b04500cd6886b,uniprot:P55789
af0cec59296f3c845a7b04500cd6886b,uniprot:O94973
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q9HAU0
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q9H2H8
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q99081
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q96IZ5
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q92615
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q8IWR0
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q70EL1
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q6UUV7
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5VUA4
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5T6F2
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5JSZ5
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5EBL8
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q2T9J0
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q14157
b88e641d00c17a3ce19cc9852c37717c,uniprot:Q13546
b88e641d00c17a3ce19cc9852c37717c,uniprot:O95391
b88e641d00c17a3ce19cc9852c37717c,uniprot:O75592
b88e641d00c17a3ce19cc9852c37717c,uniprot:O43823
b88e641d00c17a3ce19cc9852c37717c,uniprot:O14874
b88e641d00c17a3ce19cc9852c37717c,uniprot:A3KN83
a489cf148afc7205eec14549ffe4ebfd,uniprot:P17612
a489cf148afc7205eec14549ffe4ebfd,uniprot:O14578
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9Y2I6
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9UJC3
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9UHD2
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BV73
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BV19
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BQS8
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BQQ3
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q99996
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96SN8
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96N16
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96CN9
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q92995
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8TD10
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N8E3
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N4C6
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N3C7
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8IWJ2
a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8IUD2
